"project","path","loc","functions","functionDecls","functionExprs","namedFuncExprs"
"backbone","/Users/keheliya/dev/top_npm/backbone/test/vendor/json2.js",481,3,4,7,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/vendor/qunit.js",2213,26,31,87,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/vendor/require.js",2055,35,34,73,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/vendor/runner.js",128,7,1,10,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/vendor/underscore.js",1344,39,0,157,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/view.js",406,44,0,61,0
"bluebird","/Users/keheliya/dev/top_npm/bluebird/Gruntfile.js",774,34,23,37,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/ast_passes.js",601,1,11,30,4
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/analysis/promises-bluebird.js",60,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/callbacks-baseline.js",60,7,2,8,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/callbacks-caolan-async-waterfall.js",72,3,0,11,8
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-bluebird-generator.js",46,0,0,0,0
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-bluebird.js",60,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-calvinmetcalf-lie.js",62,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-cujojs-when.js",60,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-dfilatov-vow.js",60,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-ecmascript6-native.js",68,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-kriskowal-q.js",60,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-lvivski-davy.js",59,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-medikoo-deferred.js",66,8,1,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-obvious-kew.js",61,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-then-promise.js",62,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential/promises-tildeio-rsvp.js",61,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/callbacks-baseline.js",69,7,2,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/callbacks-caolan-async-waterfall.js",72,3,0,11,8
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-bluebird-generator.js",49,0,0,0,0
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-bluebird.js",64,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-calvinmetcalf-liar.js",66,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-cujojs-when.js",64,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-dfilatov-vow.js",64,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-kriskowal-q.js",64,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-lvivski-davy.js",64,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-medikoo-deferred.js",70,8,1,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-obvious-kew.js",65,8,0,9,1
"bluebird","/Users/keheliya/dev/top_npm/bluebird/benchmark/doxbee-sequential-errors/promises-then-promise.js",66,8,0,9,1
